CNT,TIME,TIME_TICK,FPOGX,FPOGY,FPOGS,FPOGD,FPOGID,FPOGV,LPOGX,LPOGY,LPOGV,RPOGX,RPOGY,RPOGV,BPOGX,BPOGY,BPOGV,LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,LEYEX,LEYEY,LEYEZ,LEYEV,LPUPILD,LPUPILV,REYEX,REYEY,REYEZ,REYEV,RPUPILD,RPUPILV,CX,CY,CS,LGX,LGY,RGX,RGY,SKLHEADX,SKLHEADY,SKLHEADZ,SKLV,VIEWER_TIME_TICK
285918,32.83844,1.77062E+12,0.547,0.41,32.164,0.674,509,1,0.57,0.366,1,0.536,0.447,1,0.553,0.407,1,1.#IO,1.#IO,16,1.06,1,1.#IO,1.#IO,17,1.063,1,-4.572,-1.572,69.476,1,4.169,1,2.196,-1.114,66.765,0,4.256,2,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77062E+12
285919,32.85427,1.77062E+12,0.547,0.409,32.164,0.69,509,1,0.559,0.348,1,0.533,0.469,1,0.546,0.408,1,1.#IO,1.#IO,16,1.063,1,1.#IO,1.#IO,17,1.067,1,-4.572,-1.572,69.476,1,4.169,1,2.196,-1.114,66.765,0,4.256,2,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77062E+12
285920,32.87071,1.77062E+12,0.547,0.409,32.164,0.706,509,1,0.573,0.359,1,0.542,0.458,1,0.558,0.409,1,1.#IO,1.#IO,16,1.066,1,1.#IO,1.#IO,17,1.069,1,-4.533,-1.56,68.894,1,4.134,1,2.196,-1.114,66.765,0,4.256,2,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77062E+12
285921,32.88714,1.77062E+12,0.548,0.409,32.164,0.723,509,1,0.57,0.354,1,0.549,0.466,1,0.559,0.41,1,1.#IO,1.#IO,16,1.066,1,1.#IO,1.#IO,17,1.069,1,-4.437,-1.527,67.322,1,4.039,1,2.196,-1.114,66.765,0,4.256,2,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77062E+12
285922,32.90352,1.77062E+12,0.548,0.409,32.164,0.739,509,1,0.579,0.344,1,0.535,0.47,1,0.557,0.407,1,1.#IO,1.#IO,16,1.067,1,1.#IO,1.#IO,17,1.07,1,-4.437,-1.527,67.322,1,4.039,1,2.196,-1.114,66.765,0,4.256,2,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77062E+12
285923,32.92044,1.77062E+12,0.548,0.409,32.164,0.756,509,1,0.569,0.342,1,0.538,0.451,1,0.553,0.396,1,1.#IO,1.#IO,16,1.066,1,1.#IO,1.#IO,17,1.069,1,-4.437,-1.527,67.322,1,4.039,1,2.196,-1.114,66.765,0,4.256,2,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77062E+12
285924,32.93697,1.77062E+12,0.548,0.409,32.164,0.773,509,1,0.574,0.346,1,0.54,0.445,1,0.557,0.396,1,1.#IO,1.#IO,16,1.063,1,1.#IO,1.#IO,17,1.066,1,-4.376,-1.505,66.331,1,3.98,1,2.196,-1.114,66.765,0,4.256,2,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77062E+12
285925,32.95306,1.77062E+12,0.548,0.409,32.164,0.789,509,1,0.569,0.363,1,0.547,0.465,1,0.558,0.414,1,1.#IO,1.#IO,16,1.06,1,1.#IO,1.#IO,17,1.063,1,-4.376,-1.505,66.331,1,3.98,1,2.196,-1.114,66.765,0,4.256,2,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77062E+12
285926,32.96949,1.77062E+12,0.548,0.409,32.164,0.805,509,1,0.557,0.362,1,0.537,0.473,1,0.547,0.417,1,1.#IO,1.#IO,17,1.058,1,1.#IO,1.#IO,16,1.061,1,-4.376,-1.505,66.331,1,4.229,1,2.196,-1.114,66.765,0,4.006,2,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77062E+12
285927,32.98577,1.77062E+12,0.548,0.409,32.164,0.821,509,1,0.559,0.37,1,0.537,0.474,1,0.548,0.422,1,1.#IO,1.#IO,17,1.056,1,1.#IO,1.#IO,16,1.059,1,-4.353,-1.487,66.053,1,4.211,1,2.196,-1.114,66.765,0,4.006,2,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77062E+12
285928,33.00253,1.77062E+12,0.548,0.41,32.164,0.838,509,1,0.566,0.374,1,0.544,0.49,1,0.555,0.433,1,1.#IO,1.#IO,17,1.055,1,1.#IO,1.#IO,17,1.058,1,-4.353,-1.487,66.053,1,4.211,1,2.196,-1.114,66.765,0,4.256,2,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77062E+12
285929,33.01905,1.77062E+12,0.548,0.41,32.164,0.855,509,1,0.571,0.386,1,0.538,0.461,1,0.554,0.423,1,1.#IO,1.#IO,16,1.053,1,1.#IO,1.#IO,16,1.056,1,-4.353,-1.487,66.053,1,3.963,1,2.196,-1.114,66.765,0,4.006,2,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77062E+12
285930,33.03558,1.77062E+12,0.548,0.41,32.164,0.871,509,1,0.572,0.376,1,0.54,0.458,1,0.555,0.417,1,1.#IO,1.#IO,17,1.053,1,1.#IO,1.#IO,17,1.056,1,-4.46,-1.534,67.679,1,4.315,1,2.196,-1.114,66.765,0,4.256,2,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77062E+12
285931,33.0521,1.77062E+12,0.548,0.41,32.164,0.888,509,1,0.578,0.351,1,0.545,0.475,1,0.562,0.413,1,1.#IO,1.#IO,16,1.052,1,1.#IO,1.#IO,16,1.055,1,-4.46,-1.534,67.679,1,4.061,1,2.196,-1.114,66.765,0,4.006,2,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77062E+12
285932,33.0679,1.77062E+12,0.548,0.41,32.164,0.904,509,1,0.567,0.346,1,0.528,0.469,1,0.548,0.407,1,1.#IO,1.#IO,16,1.053,1,1.#IO,1.#IO,17,1.056,1,-4.46,-1.534,67.679,1,4.061,1,2.196,-1.114,66.765,0,4.256,2,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77062E+12
285933,33.08426,1.77062E+12,0.548,0.41,32.164,0.92,509,1,0.57,0.345,1,0.519,0.483,1,0.545,0.414,1,1.#IO,1.#IO,16,1.053,1,1.#IO,1.#IO,17,1.056,1,-4.482,-1.541,67.854,1,4.071,1,2.196,-1.114,66.765,0,4.256,2,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77062E+12
285934,33.10078,1.77062E+12,0.549,0.41,32.164,0.936,509,1,0.577,0.332,1,0.55,0.457,1,0.563,0.395,1,1.#IO,1.#IO,16,1.054,1,1.#IO,1.#IO,17,1.057,1,-4.482,-1.541,67.854,1,4.071,1,2.196,-1.114,66.765,0,4.256,2,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77062E+12
285935,33.11716,1.77062E+12,0.549,0.41,32.164,0.953,509,1,0.577,0.331,1,0.541,0.472,1,0.559,0.401,1,1.#IO,1.#IO,16,1.053,1,1.#IO,1.#IO,17,1.056,1,-4.482,-1.541,67.854,1,4.071,1,2.196,-1.114,66.765,0,4.256,2,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77062E+12
285936,33.13376,1.77062E+12,0.549,0.41,32.164,0.969,509,1,0.578,0.328,1,0.529,0.481,1,0.553,0.405,1,1.#IO,1.#IO,16,1.053,1,1.#IO,1.#IO,17,1.056,1,-4.207,-1.449,63.583,1,3.815,1,2.196,-1.114,66.765,0,4.256,2,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77062E+12
285937,33.15026,1.77062E+12,0.549,0.411,32.164,0.986,509,1,0.545,0.345,1,0.543,0.486,1,0.544,0.416,1,1.#IO,1.#IO,16,1.054,1,1.#IO,1.#IO,16,1.057,1,-4.207,-1.449,63.583,1,3.815,1,2.196,-1.114,66.765,0,4.006,2,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77062E+12
285938,33.16641,1.77062E+12,0.549,0.411,32.164,1.002,509,1,0.583,0.338,1,0.532,0.479,1,0.558,0.408,1,1.#IO,1.#IO,16,1.053,1,1.#IO,1.#IO,17,1.056,1,-4.207,-1.449,63.583,1,3.815,1,2.196,-1.114,66.765,0,4.256,2,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77062E+12
285939,33.18288,1.77062E+12,0.549,0.41,32.164,1.019,509,1,0.58,0.346,1,0.526,0.48,1,0.553,0.413,1,1.#IO,1.#IO,16,1.049,1,1.#IO,1.#IO,17,1.052,1,-4.407,-1.507,66.413,1,3.985,1,2.196,-1.114,66.765,0,4.256,2,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77062E+12
285940,33.19919,1.77062E+12,0.549,0.409,32.164,1.035,509,1,0.563,0.349,1,0.541,0.478,1,0.552,0.413,1,1.#IO,1.#IO,16,1.044,1,1.#IO,1.#IO,17,1.048,1,-4.407,-1.507,66.413,1,3.985,1,2.196,-1.114,66.765,0,4.256,2,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77062E+12
285941,33.21617,1.77062E+12,0.549,0.409,32.164,1.052,509,1,0.56,0.351,1,0.554,0.489,1,0.557,0.42,1,1.#IO,1.#IO,16,1.042,1,1.#IO,1.#IO,17,1.045,1,-4.407,-1.507,66.413,1,3.985,1,2.196,-1.114,66.765,0,4.256,2,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77062E+12
285942,33.23269,1.77062E+12,0.549,0.409,32.164,1.068,509,1,0.556,0.348,1,0.548,0.487,1,0.552,0.418,1,1.#IO,1.#IO,16,1.042,1,1.#IO,1.#IO,17,1.045,1,-4.564,-1.559,68.659,1,4.12,1,2.196,-1.114,66.765,0,4.256,2,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77062E+12
285943,33.24875,1.77062E+12,0.549,0.409,32.164,1.084,509,1,0.563,0.369,1,0.548,0.475,1,0.556,0.422,1,1.#IO,1.#IO,16,1.042,1,1.#IO,1.#IO,17,1.045,1,-4.564,-1.559,68.659,1,4.12,1,2.196,-1.114,66.765,0,4.256,2,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77062E+12
285944,33.26512,1.77062E+12,0.55,0.409,32.164,1.101,509,1,0.567,0.361,1,0.548,0.469,1,0.558,0.415,1,1.#IO,1.#IO,16,1.045,1,1.#IO,1.#IO,17,1.048,1,-4.564,-1.559,68.659,1,4.12,1,2.196,-1.114,66.765,0,4.256,2,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77062E+12
285945,33.28138,1.77062E+12,0.55,0.408,32.164,1.117,509,1,0.578,0.352,1,0.553,0.461,1,0.566,0.406,1,1.#IO,1.#IO,16,1.048,1,1.#IO,1.#IO,17,1.052,1,-4.544,-1.545,68.336,1,4.1,1,2.196,-1.114,66.765,0,4.256,2,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77062E+12
285946,33.29788,1.77062E+12,0.55,0.408,32.164,1.134,509,1,0.593,0.369,1,0.52,0.449,1,0.556,0.409,1,1.#IO,1.#IO,16,1.052,1,1.#IO,1.#IO,17,1.055,1,-4.544,-1.545,68.336,1,4.1,1,2.196,-1.114,66.765,0,4.256,2,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77062E+12
285947,33.31465,1.77062E+12,0.55,0.408,32.164,1.15,509,1,0.581,0.361,1,0.539,0.499,1,0.56,0.43,1,1.#IO,1.#IO,16,1.054,1,1.#IO,1.#IO,17,1.058,1,-4.544,-1.545,68.336,1,4.1,1,2.196,-1.114,66.765,0,4.256,2,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77062E+12
285948,33.3313,1.77062E+12,0.551,0.408,32.164,1.167,509,1,0.581,0.36,1,0.547,0.482,1,0.564,0.421,1,1.#IO,1.#IO,16,1.056,1,1.#IO,1.#IO,17,1.059,1,-4.483,-1.516,67.44,1,4.046,1,2.196,-1.114,66.765,0,4.256,2,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77062E+12
285949,33.34773,1.77062E+12,0.551,0.408,32.164,1.183,509,1,0.567,0.37,1,0.551,0.455,1,0.559,0.412,1,1.#IO,1.#IO,16,1.058,1,1.#IO,1.#IO,17,1.061,1,-4.483,-1.516,67.44,1,4.046,1,2.196,-1.114,66.765,0,4.256,2,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77062E+12
285950,33.36375,1.77062E+12,0.551,0.408,32.164,1.199,509,1,0.567,0.373,1,0.519,0.438,1,0.543,0.405,1,1.#IO,1.#IO,16,1.059,1,1.#IO,1.#IO,17,1.062,1,-4.483,-1.516,67.44,1,4.046,1,2.196,-1.114,66.765,0,4.256,2,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77062E+12
285951,33.37994,1.77062E+12,0.551,0.408,32.164,1.216,509,1,0.575,0.376,1,0.517,0.44,1,0.546,0.408,1,1.#IO,1.#IO,16,1.057,1,1.#IO,1.#IO,17,1.06,1,-4.398,-1.489,66.216,1,3.973,1,2.196,-1.114,66.765,0,4.256,2,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77062E+12
285952,33.39637,1.77062E+12,0.551,0.408,32.164,1.232,509,1,0.57,0.383,1,0.527,0.455,1,0.548,0.419,1,1.#IO,1.#IO,16,1.056,1,1.#IO,1.#IO,17,1.059,1,-4.398,-1.489,66.216,1,3.973,1,2.196,-1.114,66.765,0,4.256,2,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77062E+12
285953,33.41288,1.77062E+12,0.551,0.408,32.164,1.249,509,1,0.575,0.362,1,0.545,0.452,1,0.56,0.407,1,1.#IO,1.#IO,16,1.054,1,1.#IO,1.#IO,17,1.057,1,-4.398,-1.489,66.216,1,3.973,1,2.196,-1.114,66.765,0,4.256,2,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77062E+12
285954,33.42937,1.77062E+12,0.551,0.407,32.164,1.265,509,1,0.57,0.353,1,0.545,0.452,1,0.558,0.402,1,1.#IO,1.#IO,16,1.055,1,1.#IO,1.#IO,17,1.059,1,-4.551,-1.54,68.438,1,4.106,1,2.196,-1.114,66.765,0,4.256,2,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77062E+12
285955,33.44639,1.77062E+12,0.551,0.407,32.164,1.282,509,1,0.564,0.355,1,0.534,0.444,1,0.549,0.4,1,1.#IO,1.#IO,15,1.056,1,1.#IO,1.#IO,16,1.06,1,-4.551,-1.54,68.438,1,3.85,1,2.196,-1.114,66.765,0,4.006,2,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77062E+12
285956,33.46215,1.77062E+12,0.552,0.407,32.164,1.298,509,1,0.573,0.35,1,0.536,0.459,1,0.554,0.404,1,1.#IO,1.#IO,15,1.056,1,1.#IO,1.#IO,16,1.059,1,-4.551,-1.54,68.438,1,3.85,1,2.196,-1.114,66.765,0,4.006,2,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77062E+12
285957,33.47857,1.77062E+12,0.552,0.407,32.164,1.314,509,1,0.571,0.378,1,0.536,0.467,1,0.553,0.423,1,1.#IO,1.#IO,15,1.054,1,1.#IO,1.#IO,16,1.057,1,-4.48,-1.523,67.211,1,3.781,1,2.196,-1.114,66.765,0,4.006,2,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77062E+12
285958,33.49497,1.77062E+12,0.552,0.408,32.164,1.331,509,1,0.568,0.358,1,0.533,0.488,1,0.55,0.423,1,1.#IO,1.#IO,16,1.052,1,1.#IO,1.#IO,16,1.055,1,-4.48,-1.523,67.211,1,4.033,1,2.196,-1.114,66.765,0,4.006,2,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77062E+12
285959,33.5114,1.77062E+12,0.552,0.408,32.164,1.347,509,1,0.553,0.35,1,0.529,0.481,1,0.541,0.415,1,1.#IO,1.#IO,16,1.054,1,1.#IO,1.#IO,16,1.058,1,-4.48,-1.523,67.211,1,4.033,1,2.196,-1.114,66.765,0,4.006,2,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77062E+12
285960,33.5279,1.77062E+12,0.552,0.408,32.164,1.364,509,1,0.555,0.349,1,0.534,0.483,1,0.545,0.416,1,1.#IO,1.#IO,16,1.057,1,1.#IO,1.#IO,16,1.06,1,-4.531,-1.539,67.827,1,4.07,1,2.196,-1.114,66.765,0,4.006,2,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77062E+12
285961,33.54582,1.77062E+12,0.552,0.408,32.164,1.381,509,1,0.557,0.36,1,0.527,0.474,1,0.542,0.417,1,1.#IO,1.#IO,16,1.06,1,1.#IO,1.#IO,16,1.063,1,-4.531,-1.539,67.827,1,4.07,1,2.196,-1.114,66.765,0,4.006,2,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77062E+12
285962,33.56064,1.77062E+12,0.552,0.409,32.164,1.396,509,1,0.653,0.352,1,0.559,0.505,1,0.606,0.428,1,1.#IO,1.#IO,16,1.059,1,1.#IO,1.#IO,16,1.063,1,-4.531,-1.539,67.827,1,4.07,1,2.196,-1.114,66.765,0,4.006,2,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77062E+12
285963,33.57748,1.77062E+12,0.554,0.409,32.164,1.413,509,1,0.663,0.334,1,0.603,0.475,1,0.634,0.404,1,1.#IO,1.#IO,16,1.055,1,1.#IO,1.#IO,17,1.039,1,-4.288,-1.491,65.386,1,3.923,1,2.087,-1.08,64.367,1,4.103,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77062E+12
285964,33.594,1.77062E+12,0.558,0.412,32.164,1.43,509,1,0.799,0.543,1,0.724,0.553,1,0.762,0.548,1,1.#IO,1.#IO,16,1.051,1,1.#IO,1.#IO,16,1.037,1,-4.288,-1.491,65.386,1,3.923,1,2.087,-1.08,64.367,1,3.862,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77062E+12
285965,33.61037,1.77062E+12,0.606,0.441,32.164,1.43,509,0,0.812,0.525,1,0.746,0.55,1,0.779,0.538,1,1.#IO,1.#IO,15,1.047,1,1.#IO,1.#IO,16,1.032,1,-4.288,-1.491,65.386,1,3.678,1,2.087,-1.08,64.367,1,3.862,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77062E+12
285966,33.62676,1.77062E+12,0.705,0.446,32.164,1.43,509,0,0.826,0.436,1,0.78,0.468,1,0.802,0.452,1,1.#IO,1.#IO,16,1.044,1,1.#IO,1.#IO,16,1.029,1,-4.356,-1.527,67.089,1,4.025,1,2.2,-1.121,66.379,1,3.983,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77062E+12
285967,33.64346,1.77062E+12,0.734,0.453,32.164,1.43,509,0,0.823,0.424,1,0.765,0.508,1,0.794,0.466,1,1.#IO,1.#IO,16,1.042,1,1.#IO,1.#IO,16,1.026,1,-4.356,-1.527,67.089,1,4.025,1,2.2,-1.121,66.379,1,3.983,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77062E+12
285968,33.66198,1.77062E+12,0.796,0.46,32.164,1.43,509,0,0.828,0.424,1,0.755,0.502,1,0.791,0.463,1,1.#IO,1.#IO,16,1.041,1,1.#IO,1.#IO,16,1.024,1,-4.356,-1.527,67.089,1,4.025,1,2.2,-1.121,66.379,1,3.983,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77062E+12
285969,33.67576,1.77062E+12,0.797,0.453,32.164,1.43,509,0,0.835,0.401,1,0.762,0.49,1,0.798,0.446,1,1.#IO,1.#IO,16,1.039,1,1.#IO,1.#IO,16,1.022,1,-4.338,-1.526,66.959,1,4.018,1,2.188,-1.109,65.53,1,3.932,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77062E+12
285970,33.69214,1.77062E+12,0.792,0.449,32.164,1.43,509,0,0.816,0.423,1,0.748,0.461,1,0.783,0.441,1,1.#IO,1.#IO,17,1.038,1,1.#IO,1.#IO,16,1.019,1,-4.338,-1.526,66.959,1,4.269,1,2.188,-1.109,65.53,1,3.932,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77062E+12
285971,33.70864,1.77062E+12,0.789,0.448,33.662,0.047,510,1,0.805,0.404,1,0.754,0.488,1,0.78,0.446,1,1.#IO,1.#IO,17,1.038,1,1.#IO,1.#IO,16,1.019,1,-4.338,-1.526,66.959,1,4.269,1,2.188,-1.109,65.53,1,3.932,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77062E+12
285972,33.72496,1.77062E+12,0.788,0.447,33.662,0.063,510,1,0.813,0.402,1,0.758,0.485,1,0.785,0.444,1,1.#IO,1.#IO,17,1.039,1,1.#IO,1.#IO,16,1.022,1,-4.373,-1.544,67.629,1,4.311,1,2.265,-1.148,67.676,1,4.061,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77062E+12
285973,33.74137,1.77062E+12,0.788,0.447,33.662,0.079,510,1,0.819,0.412,1,0.76,0.482,1,0.789,0.447,1,1.#IO,1.#IO,17,1.04,1,1.#IO,1.#IO,16,1.025,1,-4.373,-1.544,67.629,1,4.311,1,2.265,-1.148,67.676,1,4.061,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77062E+12
285974,33.75784,1.77062E+12,0.789,0.449,33.662,0.096,510,1,0.822,0.423,1,0.762,0.502,1,0.792,0.463,1,1.#IO,1.#IO,17,1.039,1,1.#IO,1.#IO,16,1.025,1,-4.373,-1.544,67.629,1,4.311,1,2.265,-1.148,67.676,1,4.061,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77062E+12
285975,33.77424,1.77062E+12,0.788,0.452,33.662,0.112,510,1,0.809,0.44,1,0.76,0.504,1,0.784,0.473,1,1.#IO,1.#IO,16,1.037,1,1.#IO,1.#IO,16,1.026,1,-4.317,-1.527,66.77,1,4.006,1,2.214,-1.127,66.142,1,3.969,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77062E+12
285976,33.79077,1.77062E+12,0.79,0.452,33.662,0.129,510,1,0.853,0.405,1,0.754,0.497,1,0.804,0.451,1,1.#IO,1.#IO,16,1.036,1,1.#IO,1.#IO,16,1.025,1,-4.317,-1.527,66.77,1,4.006,1,2.214,-1.127,66.142,1,3.969,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77062E+12
285977,33.8071,1.77062E+12,0.791,0.455,33.662,0.145,510,1,0.839,0.417,1,0.762,0.543,1,0.801,0.48,1,1.#IO,1.#IO,16,1.036,1,1.#IO,1.#IO,16,1.024,1,-4.317,-1.527,66.77,1,4.006,1,2.214,-1.127,66.142,1,3.969,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77062E+12
285978,33.82365,1.77062E+12,0.793,0.462,33.662,0.162,510,1,0.842,0.438,1,0.779,0.617,1,0.811,0.527,1,1.#IO,1.#IO,16,1.036,1,1.#IO,1.#IO,16,1.039,1,-4.358,-1.55,67.541,1,4.052,1,2.214,-1.127,66.142,0,3.969,2,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77062E+12
285979,33.84004,1.77062E+12,0.797,0.467,33.662,0.178,510,1,0.878,0.437,1,0.81,0.6,1,0.845,0.518,1,1.#IO,1.#IO,16,1.036,1,1.#IO,1.#IO,17,1.039,1,-4.358,-1.55,67.541,1,4.052,1,2.214,-1.127,66.142,0,4.217,2,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77062E+12
285980,33.85641,1.77062E+12,0.802,0.47,33.662,0.194,510,1,0.909,0.426,1,0.802,0.604,1,0.855,0.515,1,1.#IO,1.#IO,16,1.036,1,1.#IO,1.#IO,17,1.039,1,-4.358,-1.55,67.541,1,4.052,1,2.214,-1.127,66.142,0,4.217,2,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77062E+12
285981,33.87286,1.77062E+12,0.805,0.475,33.662,0.211,510,1,0.897,0.44,1,0.786,0.614,1,0.841,0.527,1,1.#IO,1.#IO,16,1.034,1,1.#IO,1.#IO,17,1.037,1,-4.221,-1.502,65.266,1,3.916,1,2.214,-1.127,66.142,0,4.217,2,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77062E+12
285982,33.88925,1.77062E+12,0.806,0.478,33.662,0.227,510,1,0.873,0.411,1,0.796,0.622,1,0.834,0.517,1,1.#IO,1.#IO,16,1.031,1,1.#IO,1.#IO,17,1.034,1,-4.221,-1.502,65.266,1,3.916,1,2.214,-1.127,66.142,0,4.217,2,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77062E+12
285983,33.90618,1.77062E+12,0.808,0.479,33.662,0.244,510,1,0.867,0.417,1,0.791,0.624,1,0.829,0.521,1,1.#IO,1.#IO,16,1.033,1,1.#IO,1.#IO,16,1.036,1,-4.278,-1.52,66.116,1,3.967,1,2.214,-1.127,66.142,0,3.969,2,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77062E+12
285984,33.92269,1.77062E+12,0.809,0.482,33.662,0.261,510,1,0.866,0.417,1,0.787,0.628,1,0.827,0.522,1,1.#IO,1.#IO,16,1.036,1,1.#IO,1.#IO,16,1.039,1,-4.389,-1.556,67.639,1,4.058,1,2.214,-1.127,66.142,0,3.969,2,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77062E+12
285985,33.93878,1.77062E+12,0.809,0.486,33.662,0.277,510,1,0.855,0.508,1,0.788,0.612,1,0.822,0.56,1,1.#IO,1.#IO,16,1.039,1,1.#IO,1.#IO,16,1.042,1,-4.389,-1.556,67.639,1,4.058,1,2.214,-1.127,66.142,0,3.969,2,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77062E+12
