CNT,TIME,TIME_TICK,FPOGX,FPOGY,FPOGS,FPOGD,FPOGID,FPOGV,LPOGX,LPOGY,LPOGV,RPOGX,RPOGY,RPOGV,BPOGX,BPOGY,BPOGV,LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,LEYEX,LEYEY,LEYEZ,LEYEV,LPUPILD,LPUPILV,REYEX,REYEY,REYEZ,REYEV,RPUPILD,RPUPILV,CX,CY,CS,LGX,LGY,RGX,RGY,SKLHEADX,SKLHEADY,SKLHEADZ,SKLV,VIEWER_TIME_TICK
285663,28.6509,1.7706E+12,0.587,0.19,28.205,0.445,504,1,0.598,0.188,1,0.601,0.204,1,0.6,0.196,1,1.#IO,1.#IO,17,1.004,1,1.#IO,1.#IO,18,1.026,1,-4.416,-1.405,66.115,1,4.215,1,2.051,-0.994,65.461,1,4.419,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.7706E+12
285664,28.66489,1.7706E+12,0.587,0.19,28.205,0.459,504,1,0.583,0.201,1,0.582,0.188,1,0.582,0.194,1,1.#IO,1.#IO,17,1.003,1,1.#IO,1.#IO,18,1.024,1,-4.416,-1.405,66.115,1,4.215,1,2.051,-0.994,65.461,1,4.419,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.7706E+12
285665,28.68142,1.7706E+12,0.587,0.19,28.205,0.476,504,1,0.607,0.176,1,0.576,0.181,1,0.591,0.178,1,1.#IO,1.#IO,17,1.004,1,1.#IO,1.#IO,18,1.021,1,-4.416,-1.405,66.115,1,4.215,1,2.051,-0.994,65.461,1,4.419,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.7706E+12
285666,28.69779,1.7706E+12,0.587,0.19,28.205,0.492,504,1,0.606,0.181,1,0.573,0.188,1,0.59,0.185,1,1.#IO,1.#IO,17,1.007,1,1.#IO,1.#IO,18,1.019,1,-4.444,-1.419,66.474,1,4.238,1,2.049,-1,65.453,1,4.418,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.7706E+12
285667,28.71439,1.7706E+12,0.587,0.189,28.205,0.509,504,1,0.594,0.187,1,0.577,0.172,1,0.585,0.18,1,1.#IO,1.#IO,17,1.01,1,1.#IO,1.#IO,18,1.016,1,-4.444,-1.419,66.474,1,4.238,1,2.049,-1,65.453,1,4.418,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.7706E+12
285668,28.73078,1.7706E+12,0.587,0.189,28.205,0.525,504,1,0.592,0.179,1,0.574,0.17,1,0.583,0.175,1,1.#IO,1.#IO,17,1.013,1,1.#IO,1.#IO,18,1.015,1,-4.444,-1.419,66.474,1,4.238,1,2.049,-1,65.453,1,4.418,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.7706E+12
285669,28.74765,1.7706E+12,0.586,0.188,28.205,0.542,504,1,0.585,0.175,1,0.57,0.173,1,0.577,0.174,1,1.#IO,1.#IO,17,1.016,1,1.#IO,1.#IO,18,1.014,1,-4.482,-1.428,67.018,1,4.272,1,2.033,-0.991,64.97,1,4.385,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.7706E+12
285670,28.76363,1.7706E+12,0.586,0.188,28.205,0.558,504,1,0.586,0.173,1,0.571,0.196,1,0.579,0.185,1,1.#IO,1.#IO,17,1.019,1,1.#IO,1.#IO,18,1.013,1,-4.482,-1.428,67.018,1,4.272,1,2.033,-0.991,64.97,1,4.385,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.7706E+12
285671,28.78003,1.7706E+12,0.586,0.188,28.205,0.575,504,1,0.585,0.162,1,0.577,0.225,1,0.581,0.193,1,1.#IO,1.#IO,17,1.022,1,1.#IO,1.#IO,18,1.01,1,-4.482,-1.428,67.018,1,4.272,1,2.033,-0.991,64.97,1,4.385,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.7706E+12
285672,28.79651,1.7706E+12,0.586,0.189,28.205,0.591,504,1,0.594,0.162,1,0.58,0.222,1,0.587,0.191,1,1.#IO,1.#IO,17,1.024,1,1.#IO,1.#IO,18,1.008,1,-4.429,-1.413,66.261,1,4.224,1,2.06,-1.003,65.816,1,4.443,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.7706E+12
285673,28.81316,1.7706E+12,0.586,0.189,28.205,0.608,504,1,0.601,0.194,1,0.59,0.208,1,0.595,0.201,1,1.#IO,1.#IO,17,1.026,1,1.#IO,1.#IO,18,1.006,1,-4.429,-1.413,66.261,1,4.224,1,2.06,-1.003,65.816,1,4.443,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.7706E+12
285674,28.82986,1.7706E+12,0.587,0.189,28.205,0.624,504,1,0.601,0.184,1,0.593,0.214,1,0.597,0.198,1,1.#IO,1.#IO,17,1.027,1,1.#IO,1.#IO,18,1.004,1,-4.429,-1.413,66.261,1,4.224,1,2.06,-1.003,65.816,1,4.443,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.7706E+12
285675,28.84625,1.7706E+12,0.587,0.189,28.205,0.641,504,1,0.589,0.174,1,0.585,0.221,1,0.587,0.197,1,1.#IO,1.#IO,17,1.027,1,1.#IO,1.#IO,18,1.004,1,-4.323,-1.381,64.801,1,4.131,1,2.09,-1.015,66.393,1,4.482,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.7706E+12
285676,28.86241,1.7706E+12,0.587,0.189,28.205,0.657,504,1,0.635,0.161,1,0.605,0.226,1,0.62,0.193,1,1.#IO,1.#IO,19,1.026,1,1.#IO,1.#IO,18,1.004,1,-4.323,-1.381,64.801,1,4.617,1,2.09,-1.015,66.393,1,4.482,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.7706E+12
285677,28.87857,1.7706E+12,0.591,0.189,28.205,0.673,504,1,0.755,0.119,1,0.672,0.246,1,0.713,0.183,1,1.#IO,1.#IO,17,1.024,1,1.#IO,1.#IO,18,1.005,1,-4.323,-1.381,64.801,1,4.131,1,2.093,-1.014,66.486,1,4.488,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.7706E+12
285678,28.89531,1.7706E+12,0.594,0.189,28.205,0.69,504,1,0.776,0.124,1,0.688,0.222,1,0.732,0.173,1,1.#IO,1.#IO,18,1.024,1,1.#IO,1.#IO,18,1.004,1,-4.35,-1.411,66.285,1,4.474,1,2.156,-1.025,66.443,1,4.485,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.7706E+12
285679,28.91208,1.7706E+12,0.633,0.188,28.205,0.69,504,0,0.78,0.114,1,0.687,0.198,1,0.734,0.156,1,1.#IO,1.#IO,18,1.024,1,1.#IO,1.#IO,17,1.003,1,-4.35,-1.411,66.285,1,4.474,1,2.156,-1.025,66.443,1,4.236,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.7706E+12
285680,28.92838,1.7706E+12,0.682,0.178,28.205,0.69,504,0,0.784,0.116,1,0.68,0.22,1,0.732,0.168,1,1.#IO,1.#IO,18,1.024,1,1.#IO,1.#IO,17,1.003,1,-4.35,-1.411,66.285,1,4.474,1,2.156,-1.025,66.443,1,4.236,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.7706E+12
285681,28.94494,1.7706E+12,0.699,0.174,28.205,0.69,504,0,0.786,0.106,1,0.679,0.227,1,0.733,0.167,1,1.#IO,1.#IO,18,1.023,1,1.#IO,1.#IO,17,1.004,1,-4.324,-1.394,65.937,1,4.451,1,2.169,-1.023,66.523,1,4.241,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.7706E+12
285682,28.96075,1.7706E+12,0.707,0.17,28.912,0.049,505,1,0.777,0.102,1,0.689,0.212,1,0.733,0.156,1,1.#IO,1.#IO,17,1.021,1,1.#IO,1.#IO,18,1.006,1,-4.324,-1.394,65.937,1,4.203,1,2.169,-1.023,66.523,1,4.49,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.7706E+12
285683,28.97711,1.7706E+12,0.712,0.168,28.912,0.065,505,1,0.78,0.1,1,0.676,0.225,1,0.728,0.162,1,1.#IO,1.#IO,17,1.02,1,1.#IO,1.#IO,18,1.007,1,-4.324,-1.394,65.937,1,4.203,1,2.169,-1.023,66.523,1,4.49,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.7706E+12
285684,28.99354,1.7706E+12,0.714,0.167,28.912,0.081,505,1,0.777,0.104,1,0.676,0.216,1,0.726,0.16,1,1.#IO,1.#IO,17,1.019,1,1.#IO,1.#IO,18,1.008,1,-4.301,-1.38,65.6,1,4.182,1,2.138,-1.005,65.459,1,4.419,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.7706E+12
285685,29.00983,1.7706E+12,0.713,0.168,28.912,0.098,505,1,0.741,0.127,1,0.673,0.218,1,0.707,0.172,1,1.#IO,1.#IO,18,1.018,1,1.#IO,1.#IO,17,1.009,1,-4.301,-1.38,65.6,1,4.428,1,2.138,-1.005,65.459,1,4.173,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.7706E+12
285686,29.02644,1.7706E+12,0.712,0.168,28.912,0.114,505,1,0.752,0.119,1,0.672,0.219,1,0.712,0.169,1,1.#IO,1.#IO,18,1.016,1,1.#IO,1.#IO,17,1.009,1,-4.301,-1.38,65.6,1,4.428,1,2.138,-1.005,65.459,1,4.173,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.7706E+12
285687,29.04337,1.7706E+12,0.712,0.168,28.912,0.131,505,1,0.744,0.123,1,0.67,0.213,1,0.706,0.168,1,1.#IO,1.#IO,18,1.014,1,1.#IO,1.#IO,17,1.008,1,-4.303,-1.391,65.574,1,4.426,1,2.135,-1.012,65.605,1,4.182,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.7706E+12
285688,29.05991,1.7706E+12,0.716,0.168,28.912,0.148,505,1,0.799,0.121,1,0.687,0.215,1,0.743,0.168,1,1.#IO,1.#IO,18,1.012,1,1.#IO,1.#IO,17,1.008,1,-4.303,-1.391,65.574,1,4.426,1,2.135,-1.012,65.605,1,4.182,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.7706E+12
285689,29.07567,1.7706E+12,0.717,0.168,28.912,0.164,505,1,0.79,0.127,1,0.681,0.215,1,0.735,0.171,1,1.#IO,1.#IO,18,1.01,1,1.#IO,1.#IO,17,1.008,1,-4.303,-1.391,65.574,1,4.426,1,2.135,-1.012,65.605,1,4.182,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.7706E+12
285690,29.09218,1.7706E+12,0.719,0.169,28.912,0.18,505,1,0.784,0.142,1,0.684,0.219,1,0.734,0.181,1,1.#IO,1.#IO,18,1.01,1,1.#IO,1.#IO,17,1.008,1,-4.42,-1.435,67.24,1,4.539,1,2.155,-1.028,66.46,1,4.237,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.7706E+12
285691,29.10896,1.7706E+12,0.72,0.17,28.912,0.197,505,1,0.776,0.139,1,0.693,0.224,1,0.734,0.182,1,1.#IO,1.#IO,18,1.01,1,1.#IO,1.#IO,17,1.009,1,-4.42,-1.435,67.24,1,4.539,1,2.155,-1.028,66.46,1,4.237,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.7706E+12
285692,29.12533,1.7706E+12,0.721,0.172,28.912,0.213,505,1,0.786,0.149,1,0.693,0.231,1,0.74,0.19,1,1.#IO,1.#IO,18,1.01,1,1.#IO,1.#IO,17,1.009,1,-4.42,-1.435,67.24,1,4.539,1,2.155,-1.028,66.46,1,4.237,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.7706E+12
285693,29.142,1.7706E+12,0.723,0.173,28.912,0.23,505,1,0.788,0.158,1,0.694,0.238,1,0.741,0.198,1,1.#IO,1.#IO,18,1.011,1,1.#IO,1.#IO,17,1.008,1,-4.425,-1.44,67.348,1,4.546,1,2.135,-1.021,65.747,1,4.191,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.7706E+12
285694,29.15839,1.7706E+12,0.722,0.176,28.912,0.246,505,1,0.741,0.168,1,0.687,0.25,1,0.714,0.209,1,1.#IO,1.#IO,18,1.012,1,1.#IO,1.#IO,17,1.008,1,-4.425,-1.44,67.348,1,4.546,1,2.135,-1.021,65.747,1,4.191,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.7706E+12
285695,29.17438,1.7706E+12,0.722,0.177,28.912,0.262,505,1,0.751,0.156,1,0.684,0.252,1,0.717,0.204,1,1.#IO,1.#IO,18,1.014,1,1.#IO,1.#IO,17,1.005,1,-4.425,-1.44,67.348,1,4.546,1,2.135,-1.021,65.747,1,4.191,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.7706E+12
285696,29.19074,1.7706E+12,0.721,0.179,28.912,0.279,505,1,0.751,0.161,1,0.683,0.245,1,0.717,0.203,1,1.#IO,1.#IO,18,1.016,1,1.#IO,1.#IO,17,1.005,1,-4.359,-1.419,66.422,1,4.484,1,2.174,-1.036,66.772,1,4.257,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.7706E+12
285697,29.20727,1.7706E+12,0.72,0.181,28.912,0.295,505,1,0.727,0.161,1,0.685,0.255,1,0.706,0.208,1,1.#IO,1.#IO,18,1.017,1,1.#IO,1.#IO,18,1.005,1,-4.359,-1.419,66.422,1,4.484,1,2.174,-1.036,66.772,1,4.507,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.7706E+12
285698,29.2236,1.7706E+12,0.72,0.181,28.912,0.312,505,1,0.75,0.129,1,0.683,0.244,1,0.716,0.187,1,1.#IO,1.#IO,18,1.017,1,1.#IO,1.#IO,18,1.006,1,-4.359,-1.419,66.422,1,4.484,1,2.174,-1.036,66.772,1,4.507,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.7706E+12
285699,29.24007,1.7706E+12,0.72,0.181,28.912,0.328,505,1,0.747,0.127,1,0.681,0.236,1,0.714,0.182,1,1.#IO,1.#IO,18,1.016,1,1.#IO,1.#IO,18,1.007,1,-4.288,-1.394,65.386,1,4.414,1,2.145,-1.019,65.874,1,4.446,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.7706E+12
285700,29.25642,1.7706E+12,0.72,0.181,28.912,0.344,505,1,0.727,0.137,1,0.688,0.225,1,0.708,0.181,1,1.#IO,1.#IO,18,1.015,1,1.#IO,1.#IO,18,1.008,1,-4.288,-1.394,65.386,1,4.414,1,2.145,-1.019,65.874,1,4.446,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.7706E+12
285701,29.27283,1.7706E+12,0.72,0.181,28.912,0.361,505,1,0.753,0.132,1,0.677,0.232,1,0.715,0.182,1,1.#IO,1.#IO,17,1.015,1,1.#IO,1.#IO,18,1.007,1,-4.288,-1.394,65.386,1,4.168,1,2.145,-1.019,65.874,1,4.446,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.7706E+12
285702,29.28982,1.7706E+12,0.719,0.181,28.912,0.378,505,1,0.744,0.119,1,0.689,0.23,1,0.716,0.175,1,1.#IO,1.#IO,17,1.017,1,1.#IO,1.#IO,17,1.008,1,-4.388,-1.419,66.984,1,4.27,1,2.222,-1.047,67.954,1,4.332,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.7706E+12
285703,29.30607,1.7706E+12,0.719,0.181,28.912,0.394,505,1,0.739,0.123,1,0.676,0.236,1,0.708,0.18,1,1.#IO,1.#IO,17,1.02,1,1.#IO,1.#IO,18,1.008,1,-4.388,-1.419,66.984,1,4.27,1,2.222,-1.047,67.954,1,4.587,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.7706E+12
285704,29.32253,1.7706E+12,0.719,0.18,28.912,0.41,505,1,0.755,0.103,1,0.677,0.211,1,0.716,0.157,1,1.#IO,1.#IO,17,1.021,1,1.#IO,1.#IO,18,1.009,1,-4.388,-1.419,66.984,1,4.27,1,2.222,-1.047,67.954,1,4.587,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.7706E+12
285705,29.33915,1.7706E+12,0.719,0.179,28.912,0.427,505,1,0.76,0.09,1,0.69,0.216,1,0.725,0.153,1,1.#IO,1.#IO,17,1.025,1,1.#IO,1.#IO,17,1.01,1,-4.446,-1.445,67.938,1,4.331,1,2.151,-1.014,65.625,1,4.184,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.7706E+12
285706,29.35515,1.7706E+12,0.719,0.179,28.912,0.443,505,1,0.753,0.126,1,0.695,0.235,1,0.724,0.181,1,1.#IO,1.#IO,17,1.028,1,1.#IO,1.#IO,17,1.01,1,-4.446,-1.445,67.938,1,4.331,1,2.151,-1.014,65.625,1,4.184,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.7706E+12
285707,29.37142,1.7706E+12,0.719,0.179,28.912,0.459,505,1,0.755,0.12,1,0.677,0.219,1,0.716,0.17,1,1.#IO,1.#IO,17,1.032,1,1.#IO,1.#IO,18,1.011,1,-4.446,-1.445,67.938,1,4.331,1,2.151,-1.014,65.625,1,4.43,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.7706E+12
285708,29.38781,1.7706E+12,0.719,0.178,28.912,0.476,505,1,0.756,0.122,1,0.676,0.233,1,0.716,0.178,1,1.#IO,1.#IO,17,1.033,1,1.#IO,1.#IO,18,1.013,1,-4.459,-1.454,68.09,1,4.341,1,2.168,-1.029,66.329,1,4.477,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.7706E+12
285709,29.40433,1.7706E+12,0.72,0.179,28.912,0.492,505,1,0.77,0.134,1,0.692,0.23,1,0.73,0.183,1,1.#IO,1.#IO,17,1.034,1,1.#IO,1.#IO,18,1.014,1,-4.459,-1.454,68.09,1,4.341,1,2.168,-1.029,66.329,1,4.477,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.7706E+12
285710,29.42067,1.7706E+12,0.72,0.178,28.912,0.509,505,1,0.799,0.089,1,0.722,0.215,1,0.76,0.151,1,1.#IO,1.#IO,17,1.034,1,1.#IO,1.#IO,17,1.015,1,-4.459,-1.454,68.09,1,4.341,1,2.168,-1.029,66.329,1,4.228,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.7706E+12
285711,29.43719,1.7706E+12,0.722,0.176,28.912,0.525,505,1,0.8,0.063,1,0.729,0.2,1,0.765,0.132,1,1.#IO,1.#IO,17,1.032,1,1.#IO,1.#IO,17,1.016,1,-4.338,-1.419,66.429,1,4.235,1,2.165,-1.024,66.076,1,4.212,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.7706E+12
285712,29.45365,1.7706E+12,0.723,0.175,28.912,0.542,505,1,0.793,0.079,1,0.713,0.186,1,0.753,0.132,1,1.#IO,1.#IO,17,1.031,1,1.#IO,1.#IO,17,1.018,1,-4.338,-1.419,66.429,1,4.235,1,2.165,-1.024,66.076,1,4.212,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.7706E+12
285713,29.4699,1.7706E+12,0.723,0.174,28.912,0.558,505,1,0.792,0.086,1,0.723,0.178,1,0.757,0.132,1,1.#IO,1.#IO,17,1.03,1,1.#IO,1.#IO,17,1.02,1,-4.338,-1.419,66.429,1,4.235,1,2.165,-1.024,66.076,1,4.212,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.7706E+12
285714,29.48644,1.7706E+12,0.725,0.173,28.912,0.574,505,1,0.795,0.088,1,0.723,0.176,1,0.759,0.132,1,1.#IO,1.#IO,17,1.029,1,1.#IO,1.#IO,17,1.021,1,-4.346,-1.414,66.558,1,4.243,1,2.188,-1.028,66.78,1,4.257,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.7706E+12
285715,29.50318,1.7706E+12,0.726,0.171,28.912,0.591,505,1,0.803,0.07,1,0.719,0.181,1,0.761,0.126,1,1.#IO,1.#IO,17,1.028,1,1.#IO,1.#IO,17,1.023,1,-4.346,-1.414,66.558,1,4.243,1,2.188,-1.028,66.78,1,4.257,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.7706E+12
285716,29.51972,1.7706E+12,0.727,0.17,28.912,0.608,505,1,0.804,0.088,1,0.731,0.185,1,0.767,0.136,1,1.#IO,1.#IO,17,1.028,1,1.#IO,1.#IO,17,1.022,1,-4.346,-1.414,66.558,1,4.243,1,2.188,-1.028,66.78,1,4.257,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.7706E+12
285717,29.53623,1.7706E+12,0.754,0.144,28.912,0.608,505,0,0.805,0.088,1,0.73,0.182,1,0.767,0.135,1,1.#IO,1.#IO,17,1.028,1,1.#IO,1.#IO,17,1.022,1,-4.269,-1.388,65.455,1,4.173,1,2.188,-1.028,66.78,1,4.257,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.7706E+12
285718,29.55232,1.7706E+12,0.762,0.143,28.912,0.608,505,0,0.805,0.096,1,0.732,0.188,1,0.769,0.142,1,1.#IO,1.#IO,17,1.027,1,1.#IO,1.#IO,16,1.022,1,-4.269,-1.388,65.455,1,4.173,1,2.188,-1.028,66.78,1,4.007,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.7706E+12
285719,29.56855,1.7706E+12,0.765,0.14,28.912,0.608,505,0,0.804,0.082,1,0.739,0.187,1,0.771,0.135,1,1.#IO,1.#IO,17,1.028,1,1.#IO,1.#IO,16,1.022,1,-4.269,-1.388,65.455,1,4.173,1,2.188,-1.028,66.78,1,4.007,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.7706E+12
285720,29.5849,1.7706E+12,0.767,0.138,29.536,0.049,506,1,0.807,0.073,1,0.74,0.187,1,0.773,0.13,1,1.#IO,1.#IO,17,1.029,1,1.#IO,1.#IO,16,1.021,1,-4.326,-1.407,66.377,1,4.232,1,2.167,-1.018,66.035,1,3.962,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.7706E+12
285721,29.60145,1.7706E+12,0.768,0.137,29.536,0.065,506,1,0.808,0.08,1,0.738,0.192,1,0.773,0.137,1,1.#IO,1.#IO,17,1.031,1,1.#IO,1.#IO,17,1.02,1,-4.326,-1.407,66.377,1,4.232,1,2.167,-1.018,66.035,1,4.21,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.7706E+12
285722,29.61773,1.7706E+12,0.768,0.137,29.536,0.081,506,1,0.793,0.062,1,0.742,0.211,1,0.768,0.137,1,1.#IO,1.#IO,17,1.03,1,1.#IO,1.#IO,17,1.018,1,-4.326,-1.407,66.377,1,4.232,1,2.167,-1.018,66.035,1,4.21,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.7706E+12
285723,29.63436,1.7706E+12,0.769,0.136,29.536,0.098,506,1,0.797,0.051,1,0.745,0.206,1,0.771,0.129,1,1.#IO,1.#IO,17,1.029,1,1.#IO,1.#IO,17,1.017,1,-4.355,-1.417,66.894,1,4.264,1,2.185,-1.024,66.347,1,4.23,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.7706E+12
285724,29.65082,1.7706E+12,0.766,0.136,29.536,0.115,506,1,0.801,0.057,1,0.71,0.211,1,0.755,0.134,1,1.#IO,1.#IO,16,1.028,1,1.#IO,1.#IO,17,1.016,1,-4.355,-1.417,66.894,1,4.014,1,2.185,-1.024,66.347,1,4.23,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.7706E+12
285725,29.66707,1.7706E+12,0.766,0.135,29.536,0.131,506,1,0.805,0.063,1,0.703,0.199,1,0.754,0.131,1,1.#IO,1.#IO,16,1.025,1,1.#IO,1.#IO,17,1.015,1,-4.355,-1.417,66.894,1,4.014,1,2.185,-1.024,66.347,1,4.23,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.7706E+12
285726,29.68356,1.7706E+12,0.764,0.135,29.536,0.147,506,1,0.805,0.063,1,0.705,0.199,1,0.755,0.131,1,1.#IO,1.#IO,16,1.026,1,1.#IO,1.#IO,17,1.016,1,-4.479,-1.458,68.881,1,4.133,1,2.197,-1.023,66.416,1,4.234,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.7706E+12
285727,29.69982,1.7706E+12,0.762,0.142,29.536,0.164,506,1,0.791,0.157,1,0.701,0.274,1,0.746,0.216,1,1.#IO,1.#IO,17,1.026,1,1.#IO,1.#IO,17,1.017,1,-4.479,-1.458,68.881,1,4.391,1,2.197,-1.023,66.416,1,4.234,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.7706E+12
285728,29.71686,1.7706E+12,0.762,0.148,29.536,0.181,506,1,0.809,0.174,1,0.71,0.27,1,0.759,0.222,1,1.#IO,1.#IO,17,1.029,1,1.#IO,1.#IO,17,1.018,1,-4.479,-1.458,68.881,1,4.391,1,2.197,-1.023,66.416,1,4.234,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.7706E+12
285729,29.73335,1.7706E+12,0.762,0.155,29.536,0.197,506,1,0.811,0.184,1,0.712,0.285,1,0.762,0.234,1,1.#IO,1.#IO,17,1.029,1,1.#IO,1.#IO,17,1.019,1,-4.343,-1.429,66.789,1,4.258,1,2.208,-1.048,66.951,1,4.268,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.7706E+12
285730,29.74986,1.7706E+12,0.762,0.16,29.536,0.214,506,1,0.795,0.152,1,0.719,0.288,1,0.756,0.221,1,1.#IO,1.#IO,17,1.028,1,1.#IO,1.#IO,17,1.02,1,-4.343,-1.429,66.789,1,4.258,1,2.208,-1.048,66.951,1,4.268,1,1.721,0.934,0,1.#IO,1.#IO,1.#IO,1.#IO,0,0,0,0,1.77061E+12
